node	category	Primary Publisher	Primary Developer
The Binding of Isaac Rebirth	game	Nicalis, Inc.	Nicalis, Inc.
The Binding of Isaac: Afterbirth+	game	Nicalis, Inc.	Nicalis, Inc.
The Binding of Isaac: Rebirth	game	Nicalis, Inc.	Nicalis, Inc.
The Book of Regrets	game	Synodic Arc, LLC	Synodic Arc, LLC
The Book of Unwritten Tales 2	game	THQ Nordic	King Art Games
The Braves & Bows	game	Dagestan Technology	Gunsquad
The Bread Pub Brawlers	game	NiKo MaKi	NiKo MaKi
The Bridge	game	The Quantum Astrophysicists Guild, Inc.	Ty Taylor (Steam)
The Brookhaven Experiment	game	Phosphor Games	Phosphor Games
The Bug Butcher	game	Triangle Studios	Awfully Nice Studios
The Bunker	game	Wales Interactive Ltd.	Splendy Interactive
The CW (Application)	game	The CW Network	The CW Network
The Castle Game	game	Neptune Interactive Inc.	Neptune Interactive Inc.
The Cave	game	Sega Corporation (WW)	Double Fine
The Cerberus Project	game	Ilya Gorodetskov	Ilya Gorodetskov
The Chainsmokers: Paris VR (Application)	game	Sony Music Entertainment	Sony Music Entertainment
The Coma: Cutting Class	game	Devespresso Games	Devespresso Games
The Coma: Recut	game	Digerati Distribution & Marketing	Devespresso Games
The Count Lucanor	game	Baroque Decay	Baroque Decay
The Crew	game	Ubisoft Entertainment SA (WW HQ)	Ivory Tower
The Crypts of Anak Shaba	game	Virtual Rage Studios	Virtual Rage Studios
The Culling	game	Xaviant	Xaviant
The Darkside Detective	game	Spooky Doorway	Spooky Doorway
The Deadly Tower of Monsters	game	Atlus USA Inc.	ACE Team
The Deer God	game	Level 77 Pty Ltd	Crescent Moon Games
The Division [Tom Clancy's]	game	Ubisoft Entertainment SA (WW HQ)	Massive Entertainment
The Dwarves	game	Nordic Games Publishing	King Art Games
The Eden of Grisaia	game	Sekai Project	Frontwing
The Elder Scrolls IV: Oblivion	game	Bethesda Softworks	Bethesda Game Studio
The Elder Scrolls V: Skyrim Special Edition	game	Bethesda Softworks	Bethesda Game Studio
The Elder Scrolls V: Skyrim: Special Edition	game	Bethesda Softworks	Bethesda Game Studio
The Elder Scrolls: Legends	game	Bethesda Softworks	Dire Wolf Digital
The Elder Scrolls: Online	game	Bethesda Softworks	ZeniMax Online Studios LLC
The Elder Scrolls: Online: Morrowind	game	Bethesda Softworks	ZeniMax Online Studios LLC
The Elmian Warrior	game	MegaByte	MegaByte
The End Is Nigh	game	Edmund McMillen (Steam)	Edmund McMillen (Steam)
The Escapists	game	Team 17 Digital Limited	Mouldy Toof Studios
The Escapists 2	game	Team 17 Digital Limited	Team 17 Digital Limited
The Escapists: The Walking Dead	game	Team 17 Digital Limited	Team 17 Digital Limited
The Evil Within	game	Bethesda Softworks	Tango Gameworks
The Evil Within 2	game	Bethesda Softworks	Tango Gameworks
The Fall	game	Over The Moon	Over The Moon
The Fidelio Incident	game	Act 3 Games	Act 3 Games
The Final Station	game	tinyBuildGames	Do My Best
The First Tree	game	David Wehle	David Wehle
The Flame in the Flood	game	The Molasses Flood	The Molasses Flood
The Four Kings: Casino and Slots	game	Digital Leisure	Digital Leisure
The Fruits of Grisaia	game	Sekai Project	Frontwing
The Girl and the Robot	game	Flying Carpets Games	Flying Carpets Games
The Golf Club	game	HB Studios	HB Studios
The Golf Club 2	game	Maximum Games	HB Studios
The Golf Club VR	game	HB Studios	HB Studios
The Great Gatsby: Secret Treasure	game	KISS Ltd.	SoDigital
The Heiress	game	SakuraGame	ONEONE1
The Huntsman: Winter's Curse	game	Desert Owl Games	Desert Owl Games
The Huntsman: Winter’s Curse	game	Desert Owl Games	Desert Owl Games
The Idolm@ster: Cinderella Girls Viewing Revolution (Application)	game	Bandai Namco Entertainment Inc. (WW)	Bandai Namco Entertainment Inc. (WW)
The Incredible Adventures of Van Helsing	game	Neocore Games	Neocore Games
The Incredible Adventures of Van Helsing II	game	Neocore Games	Neocore Games
The Initial	game	Restory Studio	Restory Studio
The Inner World	game	Headup Games	Studio Fizbin
The Inner World: The Last Wind Monk	game	Kalypso Media GmbH	Studio Fizbin
The Invisible Hours	game	GameTrust Games	Tequila Works, S.L.
The Keeper of 4 Elements	game	SPL	SPL
The King Of Fighters XIV Steam Edition	game	Atlus Co. Ltd.	SNK Playmore
The King of Fighters '94 [Arcade Archives]	game	Hamster Corporation	SNK Playmore
The King of Fighters '95 [Arcade Archives]	game	Hamster Corporation	SNK Playmore
The King of Fighters '96 [Arcade Archives]	game	Hamster Corporation	SNK Playmore
The King of Fighters '98 [Arcade Archives]	game	Hamster Corporation	SNK Playmore
The King of Fighters '98: Ultimate Match	game	SNK Playmore	SNK Playmore
The King of Fighters '98: Ultimate Match: Final Edition	game	SNK Playmore	Code Mystics
The King of Fighters '99 [Arcade Archives]	game	Hamster Corporation	SNK Playmore
The King of Fighters 2000	game	SNK Playmore	SNK Playmore
The King of Fighters 2000 [Arcade Archives]	game	Hamster Corporation	SNK Playmore
The King of Fighters XIV	game	SNK Playmore	SNK Playmore
The LEGO Movie Videogame	game	Warner Bros. Interactive Entertainment Inc.	TT Games Ltd
The Lab	game	Valve Corporation	Valve Corporation
The Labyrinth of Grisaia	game	Sekai Project	Frontwing
The Land of Pain	game	Alessandro Guzzo	Alessandro Guzzo
The Last Birdling	game	InvertMouse	InvertMouse
The Last Blade	game	SNK Playmore	DotEmu
The Last Blade 2	game	SNK Playmore	SNK Playmore
The Last Blade [Arcade Archives]	game	Hamster Corporation	SNK Playmore
The Last Guardian	game	Sony Interactive Entertainment Worldwide Studios	Sony Interactive Entertainment Inc.
The Last Tinker: City of Colors	game	Unity Games	Mimimi Productions UG
The Last Tree	game	Back To Basics Gaming	Dalibor Kamnjanac
The Last of Us: Left Behind	game	Sony Interactive Entertainment Worldwide Studios	Naughty Dog
The Last of Us: Remastered	game	Sony Interactive Entertainment Worldwide Studios	Naughty Dog
The Legend of Dark Witch	game	Inside System	Inside System
The Legend of Heroes: Trails of Cold Steel	game	Marvelous USA, Inc.	Nihon Falcom Corporation
The Legend of Kage [Arcade Archives]	game	Hamster Corporation	Taito
The Legend of Korra [Nickelodeon]	game	Activision	PlatinumGames Inc.
The Legend of Zelda: Breath of the Wild	game	Nintendo Co., Ltd.	Nintendo Co., Ltd.
The Letter: Horror Visual Novel	game	Yangyang Mobile	Yangyang Mobile
The Little Acre	game	Curve Digital	Pewter Games Studios
The Living Dungeon	game	RadiationBurn Ltd.	RadiationBurn Ltd.
The Long Dark	game	Hinterland Games	Hinterland Games
The Long Journey Home	game	Daedalic Entertainment GmbH	Daedalic Entertainment GmbH
The Lost Bear	game	Fabrik Games	Fabrik Games
The Magic Circle	game	Question	Question
The Magic Circle: Gold Edition	game	Question	Question
The Mall (Application)	game	Von Bismark	Von Bismark
The Mark of Kri	game	Sony Interactive Entertainment Worldwide Studios	SCE SD Studio
The Martian: VR Experience	game	20th Century Fox Film Corporation	The Third Floor
The Maw	game	Microsoft Studios	Twisted Pixel
The Metronomicon	game	Kasedo Games	Puuba
The Metronomicon: Slay the Dance Floor	game	Akupara Games	Puuba
The Monster Inside	game	Random Seed Games	Random Seed Games
The Mummy: Demastered	game	WayForward Technologies, Inc.	WayForward Technologies, Inc.
The Ninja Warriors [Arcade Archives]	game	Hamster Corporation	Taito
The Nothing	game	DDD Wares	DDD Wares
The Occupant	game	Agency Principle	Agency Principle
The Onion Knights	game	THEM corporation	THEM corporation
The Order: 1886	game	Sony Interactive Entertainment Worldwide Studios	Ready at Dawn
The Park	game	Funcom USA	Funcom USA
The Pillars of the Earth [Ken Follet's]	game	Daedalic Entertainment GmbH	Daedalic Entertainment GmbH
The Pinball Arcade	game	FarSight Studios	FarSight Studios
The Pirate: Plague of the Dead	game	Home Net Games	Home Net Games
The Playroom VR	game	Sony Interactive Entertainment Worldwide Studios	Sony Interactive Entertainment Worldwide Studios
The Secret Order 6: Bloodline	game	Artifex Mundi	Sunward Games
The Secret of Monkey Island: Special Edition	game	LucasArts	LucasArts
The Sexy Brutale	game	Tequila Works, S.L.	Cavalier Game Studios
The Shrouded Isle	game	Kitfox Games	Kitfox Games
The Silver Case	game	NIS America	Grasshopper Manufacture, Inc.
The Skies	game	Eforb	Eforb
The Slimeking's Tower	game	RevampedPRO	CodeManu
The Sniper VR	game	iVRstudio	iVRstudio
The Solus Project	game	Teotl Studios	Hourences
The Speed Rumbler	game	Capcom (WW HQ)	Capcom (WW HQ)
The Splatters	game	Microsoft Studios	SpikySnail Games
The Sun and Moon	game	Digerati Distribution & Marketing	Digerati Distribution & Marketing
The Superlatives: Aetherfall	game	Choice of Games	Choice of Games
The Surge	game	Focus Home Interactive	Deck 13 Interactive
The Swapper	game	Facepalm Games	Facepalm Games
The Swindle	game	Size Five Games	Size Five Games
The Talos Principle	game	Devolver Digital	CroTeam
The Talos Principle: Deluxe Edition	game	Nighthawk Interactive LLC	CroTeam
The Technomancer	game	Focus Home Interactive	Spiders
The Tenth Line	game	Sungazer Software	Sungazer Software
The Thrill of the Fight	game	Ian Fitz	Ian Fitz
The Tomorrow Children	game	Sony Interactive Entertainment Worldwide Studios	Q-Games
The Tower of Druaga	game	Namco	Namco
The Town of Light	game	Wired Productions	LKA
The Treasures of Montezuma 4	game	SPL	SPL
The Turing Test	game	Square Enix Co., Ltd. (WW)	Bulkhead Interactive
The Unfinished Swan	game	Sony Interactive Entertainment of America	Giant Sparrow
The Uninvited	game	Abstraction Games	Abstraction Games
The Vagrant	game	O.T.K Games	O.T.K Games
The Vanishing of Ethan Carter	game	The Astronauts	The Astronauts
The Walking Dead: 400 Days	game	Telltale Games	Telltale Games
The Walking Dead: A Telltale Game Series: The Complete First Season Plus 400 Days [TTG]	game	Telltale Games	Telltale Games
The Walking Dead: A Telltale Series: A New Frontier	game	Telltale Games	Telltale Games
The Walking Dead: Michonne	game	Telltale Games	Telltale Games
The Walking Dead: Season Three	game	Telltale Games	Telltale Games
The Walking Dead: Season Two: A Telltale Games Series [TTG]	game	Telltale Games	Telltale Games
The Warriors	game	Rockstar Games	Rockstar Toronto
The Way	game	PlayWay SA	Puzzling Dream
The Witch and the Hundred Knight: Revival Edition	game	NIS America	Nippon Ichi Software, Inc.
The Witcher 2: Assassins of Kings	game	Warner Bros. Interactive Entertainment Inc.	CD Projekt RED
The Witcher 3: Wild Hunt	game	Warner Bros. Interactive Entertainment Inc.	CD Projekt RED
The Witness	game	Thekla Inc.	Thekla Inc.
The Wolf Among Us: A Telltale Games Series	game	Telltale Games	Telltale Games
The World of Nubla	game	Gammera Nest SL	Gammera Nest SL
Thea: The Awakening	game	Tactile Fusion	MuHa Games
There Came An Echo	game	Iridium Studios	Iridium Studios
Theseus (Forge Reply)	game	Forge Reply Srl	Forge Reply Srl
Thief	game	Square Enix Co., Ltd. (WW)	Eidos Montreal
Thief Town	game	Glass Knuckle Games	Glass Knuckle Games
Thimbleweed Park	game	Terrible Toybox	Terrible Toybox
Thin Judgment	game	James Roll	James Roll
Think of the Children	game	Surprise Attack Games	Jammed Up Studios
This Is the Police	game	THQ Nordic	Weappy Studio
This War of Mine: The Little Ones	game	Deep Silver Inc.	11 Bit Studios
Thomas Was Alone	game	Curve Studios	Curve Studios
Three Fourths Home: Extended Edition	game	Digerati Distribution & Marketing	[bracket]games
Threes!	game	Sirvo LLC	Sirvo LLC
Thumper	game	Drool	Drool
Ticket to Ride [Alan R. Moon]	game	Playful Entertainment	Next Level Games
Ticket to Ride: First Journey	game	Days Of Wonder, Inc.	Payoff Technologies
Tilt Brush (Application)	game	Google Inc.	Google Inc.
Time Machine VR	game	Minority, Inc.	Minority, Inc.
Time Recoil	game	10tons Ltd	10tons Ltd
Time To Walk Alone	game	Indie Play	Indie Play
Time of Dragons	game	4iLAB	4iLAB
TimeShift	game	Vivendi Games	Saber Interactive
Tina's Toy Factory	game	Atlanta Internet Consulting, Inc.	Strange Games Studios
Tinertia	game	Candescent Games	Candescent Games
Tiny Barbarian DX	game	Starquail Games	Starquail Games
Tiny Brains	game	505 Games	Spearhead Games
Tiny Echo	game	Might and Delight	Might and Delight
Tiny Tales: Heart of the Forest	game	Artifex Mundi	Brave Giant LTD
Tiny Toyfare	game	Super Suite Studios	Super Suite Studios
Tiny Trax	game	FuturLab	FuturLab
Tiny Troopers: Joint Ops	game	Wired Productions	Kukouri
Titan Attacks!	game	Puppygames	Puppygames
Titan Slayer	game	COLOPL Co., Inc.	COLOPL Co., Inc.
Titan Souls	game	Devolver Digital	Acid Nerve
Titanfall	game	Electronic Arts, Inc. (HQ)	Respawn Entertainment
Titanfall 2	game	Electronic Arts, Inc. (HQ)	Respawn Entertainment
To the Top	game	Electric Hat Games	Electric Hat Games
Toby: The Secret Mine	game	Lukas Navratil	Lukas Navratil
Toki Tori 2+	game	Abstraction Games	Abstraction Games
Tokyo 42	game	Mode 7	SMAC Games
Tokyo Dark	game	Square Enix Ltd.	Cherrymochi
Tokyo Twilight Ghost Hunters Daybreak: Special Gigs	game	Aksys Games	Aksys Games
Tomb Raider: Definitive Edition	game	Square Enix Co., Ltd. (WW)	Crystal Dynamics
Tomboys Need Love Too!	game	Zetsubou	Zetsubou
Tony Hawk's Pro Skater 5	game	Activision	Robomodo
Toon Blast	game	Peak Games	Peak Games
Tooth and Tail	game	Pocketwatch Games	Pocketwatch Games
Toren	game	Versus Evil	Swordtales
Torment: Tides of Numenera	game	inXile Entertainment	inXile Entertainment
Toro	game	RECO Technology	RECO Technology
TorqueL	game	FullPowerSideAttack.com	FullPowerSideAttack.com
Total Jigsaw	game	Hooded Gaming	Hooded Gaming
Total War: Warhammer	game	Sega Corporation (WW)	Creative Assembly
Total War: Warhammer II	game	Sega Corporation (WW)	Creative Assembly
Toto Temple Deluxe	game	Juicy Beast Studio	Juicy Beast Studio
Touhou Genso Rondo: Bullet Ballet	game	NIS America	CUBETYPE
Touhou Genso Wanderer	game	NIS America	Team Shanghai Alice
Touhou Kobuto V: Burst Battle	game	NIS America	CUBETYPE
Touhou: Double Focus	game	NIS America	Team Shanghai Alice
Touhou: Scarlet Curiosity	game	Marvelous Entertainment	Team Shanghai Alice
Toukiden 2	game	Koei Tecmo Games	Omega Force
Toukiden: Kiwami	game	Koei Tecmo Games	Omega Force
Tour de France: Season 2014 [Pro Cycling Manager]	game	Focus Home Interactive	Cyanide Studio
Tour de France: Season 2015	game	Focus Home Interactive	Cyanide Studio
Tour de France: Season 2016	game	Focus Home Interactive	Cyanide Studio
Tour de France: Season 2017	game	Focus Home Interactive	Cyanide Studio
Tower Bloxx Deluxe	game	Microsoft Studios	Digital Chocolate, Inc.
Tower of Babel	game	EnjoyUp Games	EnjoyUp Games
Tower of Guns	game	Terrible Posture Games	Terrible Posture Games
TowerFall Ascension	game	Matt Makes Games	Matt Makes Games
Toy Odyssey: The Lost and Found	game	Hikergames	Hikergames
Toy Soldiers: Cold War	game	Microsoft Studios	Signal Studios
Toy Soldiers: War Chest	game	Ubisoft Entertainment SA (WW HQ)	Signal Studios
TrackMania: Turbo	game	Ubisoft Entertainment SA (WW HQ)	Nadeo
Train Bandit	game	Wild Rooster	Rusty Moyher
Trans-Galactic Tournament	game	Kiz Studios	Hibernum Creations Inc.
Transcripted	game	Plug In Digital	Alkemi Games
Transformers: Devastation	game	Activision	PlatinumGames Inc.
Transformers: Fall of Cybertron	game	Activision	High Moon Studios
Transformers: Rise of the Dark Spark	game	Activision	Edge of Reality
Transistor	game	Supergiant Games	Supergiant Games
Transmissions: Element 120	game	Shokunin	Shokunin
Transport Giant	game	UIG Entertainment	Reactor Games
Trapped Summoner	game	Trapped Team	Trapped Team
Tree of Life: Beginning of a Journey	game	Odd One Games	Odd One Games
Tree of Savior	game	IMC Games Co. Ltd.	IMC Games Co. Ltd.
Trials HD	game	Microsoft Studios	RedLynx, Ltd.
Trials of the Blood Dragon	game	Ubisoft Entertainment SA (WW HQ)	RedLynx, Ltd.
Trials: Fusion	game	Ubisoft Entertainment SA (WW HQ)	RedLynx, Ltd.
Trickster VR	game	Trickster Games	Trickster Games
Tricky Towers	game	WeirdBeard	WeirdBeard
Tricolour Lovestory	game	SakuraGame	HL- Galgame
Triggerheart Exelica	game	Warashi	Warashi
Trine 2	game	Atlus Co. Ltd.	Frozenbyte, Inc.
Trine 2: Complete Story	game	Atlus Co. Ltd.	Frozenbyte, Inc.
Trine 3: The Artifacts of Power	game	Frozenbyte, Inc.	Frozenbyte, Inc.
Trine: Enchanted Edition	game	SouthPeak Games	Frozenbyte, Inc.
Trivia Night	game	Timberwolf Studios	Timberwolf Studios
Trivial Pursuit: Live!	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Halifax
Trojan	game	Capcom (WW HQ)	Capcom (WW HQ)
Troll and I	game	Maximum Games	Spiral House
Tron: Evolution [Disney]	game	Disney Interactive Studios	Propaganda Games
Tropico 5	game	Kalypso Media GmbH	Haemimont Games AD
Tropico 5: Penultimate Edition	game	Kalypso Media GmbH	Haemimont Games AD
Trove	game	Trion Worlds	Trion Worlds
TrueAchievements (Application)	game	TrueAchievements	TrueAchievements
Trulon: The Shadow Engine	game	Headup Games	Kyy Games
Tubi TV (Application)	game	adRise	adRise
Tumble VR	game	Sony Interactive Entertainment Worldwide Studios	Supermassive Games
TumbleSeed	game	aeiowu	aeiowu
Tumblestone	game	The Quantum Astrophysicists Guild, Inc.	Ty Taylor (Steam)
TuneIn Radio (Application)	game	TuneIn	TuneIn
Turkey Hunt	game	Lucid Sight, Inc	Lucid Sight, Inc
TurnOn	game	Brainy Studio LLC	Brainy Studio LLC
Twin Roads	game	WarPI Games	WarPI Games
Twin Robots	game	Thinice	Thinice
TwinBee [Arcade Archives]	game	Hamster Corporation	Konami Corporation (WW)
Twinkle Star Sprites	game	SNK Playmore	SNK Playmore
Twins of the Pasture	game	Dieselmine	Dieselmine
Twisted Metal: Black	game	Sony Interactive Entertainment Worldwide Studios	Incognito Entertainment
Twitch (Application)	game	Twitch	Twitch
Two Draw	game	Semen Rodin	Semen Rodin
Type:Rider	game	Plug In Digital	Plug In Digital
Typoman: Revised	game	Brainseed Factory	Brainseed Factory
UFC 2 [EA Sports]	game	EA Sports	Electronic Arts Canada
UFC TV (Application)	game	Zuffa	Zuffa
UFC [EA Sports]	game	EA Sports	Electronic Arts Canada
Ubermosh	game	Walter Machado	Walter Machado
Ubermosh Vol.3	game	Walter Machado	Walter Machado
Ubermosh Vol.5	game	Walter Machado	Walter Machado
Ubermosh: Black	game	Walter Machado	Walter Machado
Ubermosh: Wraith	game	Walter Machado	Walter Machado
Ubisoft Club (Application)	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Entertainment SA (WW HQ)
Ugly Americans: Apocalypsegeddon	game	345 Games	Backbone Entertainment
Ultimate Chicken Horse	game	Clever Endeavour Games	Clever Endeavour Games
Ultimate Epic Battle Simulator (Application)	game	Brilliant Game Studios	Brilliant Game Studios
Ultimate General: Civil War	game	Game Labs	Game Labs
Ultimate Marvel vs. Capcom 3	game	Capcom (WW HQ)	Capcom (WW HQ)
Ultra Despair Girls: DanganRonpa Another Episode	game	NIS America	Spike Chunsoft Co., Ltd.
Ultra Hyperball	game	Springloaded	Springloaded
Ultra Street Fighter II: The Final Challengers	game	Capcom (WW HQ)	Capcom (WW HQ)
Ultra Street Fighter IV	game	Sony Interactive Entertainment of America	Capcom (WW HQ)
Ultratron	game	Curve Digital	Carbon Games
Ultrawings	game	Bit Planet Games	Bit Planet Games
Umbrella Corps	game	Capcom (WW HQ)	Capcom Entertainment Inc.
UnEpic	game	EnjoyUp	EnjoyUp
Unbound Saga	game	Vogster Entertainment	Vogster Entertainment
