node	category	Primary Publisher	Primary Developer
LandTraveller	game	WolfCoder Workshop	WolfCoder Workshop
Lander 8009	game	Ivanovich Games	Ivanovich Games
Lara Croft GO	game	Square Enix Ltd.	Square Enix Montreal
Lara Croft and the Temple of Osiris	game	Square Enix Co., Ltd. (WW)	Crystal Dynamics
Laser Disco Defenders	game	New Reality Games	Out of Bounds Games
Laserlife	game	Choice Provisions	Choice Provisions
Last Day of June	game	505 Games	Ovosonico
Last Dream: World Unknown	game	White Giant RPG Studios	White Giant RPG Studios
Last Man Standing	game	Free Reign Entertainment	Pixel Fighters
Last Resort [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Last Stitch Goodnight	game	Well Bred Rhino	Well Bred Rhino
Last Wings	game	Vertice Games	Vertice Games
Late For Work	game	Salmi GmbH	Salmi GmbH
Late Shift	game	Wales Interactive Ltd.	CtrlMovie
Lawbreakers	game	Nexon America Inc.	Boss Key Productions
Layers of Fear	game	Bloober Team	Bloober Team
Lazaretto	game	iEntertainment Network Inc.	Iron Monkey
Lazy Raiders	game	Microsoft Studios	Sarbakan
Le Tour de France 2009: The Official Game	game	Focus Home Interactive	Cyanide Studio
League of Evil	game	Ratalaika Games S.L.	Ratalaika Games S.L.
Leap of Fate	game	Clever-Plays	Clever-Plays
Learn to Fly 3	game	Light Bringer Games	Light Bringer Games
Leashed Soul	game	LumiNet	Level One Games
Leave The Nest	game	Kaio Interactive	Kaio Interactive
Leave the Nest	game	Kaio Interactive	Kaio Interactive
Leaving Lyndow	game	Eastshade Studios LLC	Eastshade Studios LLC
Left-Hand Path	game	Strange Company	Strange Company
Legend of Kay: Anniversary	game	THQ Nordic	Neon Studios
Legendary Hunter VR	game	Frozen Dreams	LastnOni
Legendary Wings	game	Capcom (WW HQ)	Capcom (WW HQ)
Lemuria: Lost in Space: VR Edition	game	EJRGames	EJRGames
Leo's Fortune	game	1337 & Senri	1337 & Senri
Leo's Fortune: HD Edition	game	Tilting Point	1337 & Senri
Let It Die	game	GungHo Online Entertainment, Inc.	Grasshopper Manufacture, Inc.
Let Them Come	game	Versus Evil	Tuatara Games
Let's Sing 2016	game	Plug In Digital	Voxler
Lethal League	game	Team Reptile	Team Reptile
Lethal VR	game	Team17 Digital Ltd	Three Fields Entertainment
Letter Quest: Grimm's Journey Remastered	game	Digerati Distribution & Marketing	Bacon Bandit Games
Letter Quest: Grimm's Journey: Remastered	game	Digerati Distribution & Marketing	Bacon Bandit Games
Level 22	game	Moving Player	Moving Player
Levels+ : Addictive Puzzle Game	game	Flow	Flow
Liberty VR	game	Jump or Fall	Jump or Fall
Libra of the Vampire Princess	game	MiKandi Japan	onomatope
Lichdom: Battlemage	game	Xaviant	Xaviant
Lichtspeer	game	Lichthund	Lichthund
Lies Of Astaroth	game	iFree Studio	iFree Studio
Life Force [Arcade Archives]	game	Hamster Corporation	Konami Corporation (WW)
Life Goes On	game	Infinite Monkeys Entertainment Ltd.	Infinite Monkeys Entertainment Ltd.
Life Goes On: Done to Death	game	Infinite Monkeys Entertainment Ltd.	Infinite Monkeys Entertainment Ltd.
Life is Strange	game	Square Enix Co., Ltd. (WW)	Dontnod Entertainment
Life is Strange: Before the Storm	game	Square Enix Co., Ltd. (WW)	Dontnod Entertainment
Life of Black Tiger	game	1Games	1Games
Lifeless Planet	game	KISS Ltd.	Stage 2 Studios
Lifeless Planet: Premier Edition	game	Stage 2 Studios	Stage 2 Studios
Lifeline	game	Big Fish Games, Inc.	3 Minute Games
Light Gravity Cube	game	Splatter Squad	Splatter Squad
Light Tracer	game	Oasis Games	Oasis Games
Lightfield	game	Lost in the Garden GmbH	Lost in the Garden GmbH
Lili: Child of Geos	game	Panic Button	BitMonster, Inc.
Lilith-M	game	E-Home Development Entertainment	E-Home Development Entertainment
Limbo	game	Playdead	Playdead
Line Of Defense Tactics	game	3000AD	3000AD
Line Of Defense Tactics: Tactical Advantage	game	3000AD	3000AD
Line Way	game	Xiaoma	Xiaoma
Line of Sight	game	BlackSpot Entertainment	BlackSpot Entertainment
Linelight	game	My Dog Zorro	My Dog Zorro
Lionessy Story	game	Maltakreuz	Maltakreuz
Lit the Torch	game	Ice Simba	Corn Entertainment
Lithium: Inmate 39	game	Canu Arts	Canu Arts
Little Inferno	game	Tomorrow Corporation	Tomorrow Corporation
Little Kite	game	Anate Studio	Anate Studio
Little Nightmares	game	Bandai Namco Entertainment Inc. (WW)	Tarsier Studios
LittleBigPlanet 3	game	Sony Interactive Entertainment Worldwide Studios	Sumo Digital Ltd.
Littlstar VR Cinema (Application)	game	Little Star Media	Little Star Media
Live Events Viewer (Application)	game	Sony Network Entertainment International LLC	Sony Network Entertainment International LLC
Livelock	game	Perfect World Entertainment	Tuque Games
Loading Human: Chapter 1	game	Maximum Games	Untold Games
Loading Screen Simulator	game	CakeEaterGames	CakeEaterGames
Loadout	game	Edge of Reality	Edge of Reality
Lock's Quest	game	THQ Nordic	Digital Continue
Loco Dojo	game	Make Real	Make Real
LocoCycle	game	Microsoft	Twisted Pixel
LocoRoco: Remastered	game	Sony Interactive Entertainment Worldwide Studios	Sony Interactive Entertainment Japan Asia
Lococycle	game	Microsoft	Twisted Pixel
Lode Runner	game	Tozai Games	SouthEnd Interactive
Logistical: Italy	game	Sacada	Sacada
Logistical: Resourcing Town and Country	game	Sacada	Sacada
Lone Survivor: The Director's Cut	game	Curve Studios	Superflat Games
Lone Wolf: HD Remastered [Joe Dever's]	game	Plug In Digital	Forge Reply Srl
Loot Rascals	game	Hollow Ponds Games	Hollow Ponds Games
Loot'N Shoot	game	hishapes	hishapes
Looterkings	game	LooterKings	LooterKings
Lords of Waterdeep [Dungeons & Dragons]	game	Playdek, Inc.	Playdek, Inc.
Lords of the Fallen	game	CI Games S.A. (HQ)	Deck 13 Interactive
Lost Dimension	game	Ghostlight LTD	FuRyu Corporation
Lost Grimoires: Stolen Kingdom	game	Artifex Mundi	World Loom
Lost In Purple	game	Enjoy Games	Platoniax Studio
Lost Odyssey	game	Microsoft Studios	Mistwalker
Lost Orbit	game	PixelNAUTS	PixelNAUTS
Lost Sea	game	Eastasiasoft Limited	Eastasiasoft Limited
Lotia	game	Crayon Ponyfish	Crayon Ponyfish
Loud on Planet X	game	Pop Sandbox Inc	Pop Sandbox Inc
LoveKami: Useless Goddess	game	Moenovel	Moenovel
Lovely Planet	game	tinyBuildGames	QuickTequila
Lovers in a Dangerous Spacetime	game	Asteroid Base	Asteroid Base
Lucky's Tale	game	Playful Corporation	Playful Corporation
Lumines Live!	game	Q Entertainment	Q Entertainment
Lumo	game	Rising Star Games	Triple Eh? Ltd
Lunar Jetman	game	Microsoft Studios	Rare
Luxor 2	game	Microsoft Studios	MumboJumbo, LLC
Lydia	game	Platonic Partnership	Platonic Partnership
MLB 14: The Show	game	Sony Interactive Entertainment Worldwide Studios	Sony Interactive Entertainment of America
MLB 15: The Show	game	Sony Interactive Entertainment of America	SCE SD Studio
MLB Tap Sports Baseball 2017	game	Glu Mobile Inc.	Glu Mobile Inc.
MLB.tv (Application)	game	MLB Advanced Media, L.P.	MLB Advanced Media, L.P.
MLB.tv Premium (Application)	game	MLB Advanced Media, L.P.	MLB Advanced Media, L.P.
MLB: The Show 16	game	Sony Interactive Entertainment of America	SCE SD Studio
MLB: The Show 17	game	Sony Interactive Entertainment Inc.	SCE SD Studio
MLG (Application)	game	Major League Gaming, Inc.	Major League Gaming, Inc.
MOP: Operation Cleanup	game	Alternative Software	EnsenaSoft, S.A. de C.V.
MR4: Moto Racer	game	Microids	Artefacts Studio
MTV (Application)	game	Viacom Inc.	Viacom Inc.
MUBI (Application)	game	MUBI	MUBI
MX Nitro	game	Miniclip SA	Saber Interactive
MX Vs ATV: Supercross: Encore Edition	game	THQ Nordic	Rainbow Studios
MX5000 [Arcade Archives]	game	Hamster Corporation	Konami Corporation (WW)
MXGP 2: The Official Motocross Videogame	game	Milestone s.r.l.	Milestone s.r.l.
MXGP 2: The Official Motocross Videogame: Compact	game	Milestone s.r.l.	Milestone s.r.l.
MXGP 3: The Official Motocross Videogame	game	Milestone s.r.l.	Milestone s.r.l.
MXGP: The Official Motocross Videogame	game	Plug In Digital	Milestone s.r.l.
Machinarium	game	Amanita Design	Amanita Design
Machine Made: Rebirth	game	Sometimes You	Proteus Studio
Mad Age & This Guy	game	Atomic Wolf	Atomic Wolf
Mad Max	game	Warner Bros. Interactive Entertainment Inc.	Avalanche Studios (WW) (Not the Disney Sub)
Mad Sector	game	REK...	REK...
Mad Tracks	game	D3 Publisher, Inc. (HQ)	Load Inc.
Madballs in Babo: Invasion	game	Head Games Publishing, Inc.	Playbrains
Madden NFL 15 [EA Sports]	game	EA Sports	Electronic Arts Tiburon
Madden NFL 16 [EA Sports]	game	Electronic Arts, Inc. (HQ)	Electronic Arts Tiburon
Madden NFL 17 [EA Sports]	game	Electronic Arts, Inc. (HQ)	Electronic Arts Tiburon
Madden NFL 18 [EA Sports]	game	Electronic Arts, Inc. (HQ)	Electronic Arts Tiburon
Madden NFL 25: 1989 - 2014 [EA Sports]	game	EA Sports	Electronic Arts Tiburon
Mafia III	game	2K Games	Hanger 13
MagNets	game	Total Monkery	Total Monkery
MagNets: Fully Charged	game	Total Monkery	Total Monkery
Mages of Mystralia	game	Borealys Games	Borealys Games
Maggie's Apartment	game	Anatola Howard	Anatola Howard
Magic 2015	game	Wizards of the Coast	Stainless Games
Magic Duels: Origins	game	Wizards of the Coast	Stainless Games
Magic: The Gathering: Duels of the Planeswalkers 2012	game	Wizards of the Coast	Stainless Games
Magical Drop II [Arcade Archives]	game	Hamster Corporation	Data East Corporation
Magician Lord [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Magicka 2	game	Paradox Interactive	Pieces Interactive AB
Magmax [Arcade Archives]	game	Hamster Corporation	Hamster Corporation
Magnet Knights	game	Coconut Games	Coconut Games
Magnetic: Cage Closed	game	Gambitious	Guru Games
Mahjong	game	Bigben Interactive S.A. (Games)	Sanuk Games
Mahjong Deluxe 3	game	United Independent Entertainment GmbH	EnsenaSoft, S.A. de C.V.
Mahjong Royal Towers	game	8Floor Ltd	4Hit Ltd.
Mahjong World Contest	game	8Floor Ltd	Creobit
Maize	game	Finish Line Games	Finish Line Games
Maldita Castilla EX: Cursed Castile	game	Abylight	Abylight
Malicious Fallen	game	Sony Interactive Entertainment Worldwide Studios	Alvion Co., Ltd.
Mall Mayhem	game	Titanium Game Studios	Titanium Game Studios
Manhunt	game	Rockstar Games	Rockstar North
Manifest 99	game	Flight School Studio	Flight School Studio
Mantis Burn Racing	game	VooFoo Studios	VooFoo Studios
Manual Samuel	game	Curve Digital	Perfectly Paranormal
Marble Void	game	Leveled Games	Leveled Games
Maria the Witch	game	Naps Team	Naps Team
Mario + Rabbids: Kingdom Battle	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Paris
Mario Bros. [Arcade Archives]	game	Hamster Corporation	Nintendo Co., Ltd.
Mario Kart 8: Deluxe	game	Nintendo Co., Ltd.	Nintendo Co., Ltd.
MarionetteAI	game	嶋津恒彦	嶋津恒彦
Mars: War Logs	game	Focus Home Interactive	Spiders
Marvel Heroes: Omega	game	Gazillion Entertainment	Gazillion Entertainment
Marvel Pinball	game	Zen Studios	Zen Studios
Marvel Pinball: Epic Collection: Vol. 1	game	Zen Studios	Nighthawk Interactive LLC
Marvel Puzzle Quest Dark Reign	game	D3 Publisher of America, Inc.	Demiurge Studios
Marvel Puzzle Quest: Dark Reign	game	D3 Publisher of America, Inc.	WayForward Technologies, Inc.
Marvel vs. Capcom: Infinite	game	Capcom (WW HQ)	Capcom (WW HQ)
Marvel: Ultimate Alliance	game	Activision	Raven Software
Marvel: Ultimate Alliance 2	game	Activision	Zoe Mode San Francisco
Masked Shooters	game	FreezeNova	FreezeNova
Masquerada: Songs and Shadows	game	Ysbryd Games	Witching Hour Studios
Masquerade: The Baubles of Doom	game	Big Ant Studios	Big Ant Studios
Mass Effect	game	Microsoft Studios	BioWare
Mass Effect: Andromeda	game	Electronic Arts, Inc. (HQ)	BioWare
Massive Chalice	game	Double Fine	Double Fine
Master of Magic Chess	game	The Ninth Art	The Ninth Art
MasterCube	game	Ertem Yazilim	Ertem Yazilim
Mat Mania Exciting Hour [Arcade Archives]	game	Hamster Corporation	Technos Japan
Material Girl	game	SakuraGame	Dieselmine
Matt Hazard: Blood Bath and Beyond	game	D3 Publisher, Inc. (HQ)	Vicious Cycle Software, Inc.
Matterfall	game	Sony Interactive Entertainment Inc.	Housemarque Inc.
Max Payne	game	Rockstar Games	Remedy Entertainment
Max: The Curse of Brotherhood	game	Microsoft Studios	Press Play Aps
Mayan Death Robots	game	SOEDESCO	Sileni Studios
Mayan Death Robots: Arena	game	Sileni Studios	Sileni Studios
Maybot Run	game	Bloodline Games	Bloodline Games
Maze Bandit	game	Gamestone Studio	Gamestone Studio
Mazeglaser	game	Peter Fuleki	Peter Fuleki
McDroid	game	Grip Digital, s.r.o.	Elefantopia
MechRunner	game	Spark Plug Games	Spark Plug Games
Mecho Tales	game	Arcade Distillery	Arcade Distillery
Medal of Honor: Airborne	game	Electronic Arts, Inc. (HQ)	Danger Close Games
Media Player (Application)	game	Microsoft	Microsoft
Medieval Defenders	game	8Floor Ltd	Creobit
Medieval Kingdom Wars	game	Reverie World Studios Inc.	Reverie World Studios Inc.
Medieval Story	game	OddGames	OddGames
Meet the Robinsons [Walt Disney Pictures Presents]	game	Disney Interactive Studios	Avalanche Software
Mega Coin Squad	game	[adult swim] games	Big Pixel Studios
Mega Man	game	Capcom (WW HQ)	Capcom (WW HQ)
Mega Man 10	game	Capcom (WW HQ)	Capcom (WW HQ)
Mega Man 2	game	Capcom (WW HQ)	Capcom (WW HQ)
Mega Man 3	game	Capcom (WW HQ)	Capcom (WW HQ)
Mega Man 4	game	Capcom (WW HQ)	Capcom (WW HQ)
Mega Man 5	game	Capcom (WW HQ)	Capcom (WW HQ)
Mega Man 6	game	Capcom (WW HQ)	Capcom (WW HQ)
Mega Man 8	game	Capcom (WW HQ)	Capcom (WW HQ)
Mega Man 9	game	Capcom (WW HQ)	Capcom (WW HQ)
Megadimension Neptunia VII	game	Idea Factory International, Inc.	Idea Factory International, Inc.
Megaton Rainfall	game	Pentadimensional Games SL	Pentadimensional Games SL
Mekazoo	game	The Good Mood Creators	The Good Mood Creators
Mercenary Kings	game	Tribute Games	Tribute Games
Merge Town!	game	Gram Games	Gram Games
Merri Puzzle	game	Merriman Games	Merriman Games
Mervils: A VR Adventure	game	VitruviusVR	VitruviusVR
Metal Gear Solid V: Ground Zeroes	game	Konami Digital Entertainment, Inc. (NA)	Konami Corporation (WW)
Metal Gear Solid V: The Phantom Pain	game	Konami Corporation (WW)	Konami Corporation (WW)
Metal Slug	game	SNK Playmore	SNK Playmore
Metal Slug 2	game	SNK Playmore	SNK Playmore
Metal Slug 2 [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Metal Slug 3	game	SNK Playmore	SNK Playmore
Metal Slug 3 [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Metal Slug 4	game	SNK Playmore	SNK Playmore
Metal Slug 5	game	SNK Playmore	SNK Playmore
Metal Slug 6	game	SNK Playmore	SNK Playmore
Metal Slug X	game	SNK Playmore	SNK Playmore
Metal Slug X [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Metal Slug XX	game	SNK Playmore	SNK Playmore
Metal Slug [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Metrico+	game	Digital Dreams V.O.F.	Digital Dreams V.O.F.
Metro 2033: Redux	game	Deep Silver Inc.	4A-Games
Metro: Last Light: Redux	game	Deep Silver Inc.	4A-Games
Micro Machines: World Series	game	Codemasters Software Company Limited	Codemasters Software Company Limited
Microsoft Photos (Application)	game	Microsoft	Microsoft
Microtransaction Simulator	game	chlsea	chlsea
Middle-Earth: Shadow of Mordor	game	Warner Bros. Interactive Entertainment Inc.	Monolith Productions
Middle-Earth: Shadow of War	game	Warner Bros. Interactive Entertainment Inc.	Monolith Productions
Middle-earth: Shadow of War	game	Warner Bros. Interactive Entertainment Inc.	Warner Bros. Interactive Entertainment Inc.
Might & Magic: Clash of Heroes	game	Ubisoft Entertainment Ltd. (UK)	Capybara Games
Mighty Gunvolt Burst	game	Inti Creates Co.	Inti Creates Co.
Mighty Morphin Power Rangers: Mega Battle [Saban's]	game	Bandai Namco Entertainment Inc. (WW)	Bandai Namco Entertainment Inc. (WW)
Mighty No. 9	game	Deep Silver Inc.	Comcept
Miko Gakkou Monogatari: Kaede Episode	game	xinoro	xinoro
Miko Mole	game	EnsenaSoft, S.A. de C.V.	EnsenaSoft, S.A. de C.V.
MilitAnt	game	Creaciones Interactivas de Mexico	Creaciones Interactivas de Mexico
Military Madness: Nectaris	game	Hudson Soft Company Ltd. (WW)	Backbone Entertainment
Millipede	game	Microsoft Studios	Stainless Games
Mimic Arena	game	Tiny Horse Games	Tiny Horse Games
Mind Blox	game	Drunken Apes	Drunken Apes
Mind Maze	game	Alexander Byzov	Alexander Byzov
Mindnight: Secure. Seek. Subvert.	game	No Moon	No Moon
Mine!	game	Tantrum Lab	Tantrum Lab
Minecraft: Nintendo Switch Edition	game	Mojang AB	Mojang AB
Minecraft: PlayStation 4 Edition	game	Mojang AB	Mojang AB
Minecraft: Story Mode: A Telltale Games Series [TTG]	game	Telltale Games	Telltale Games
Minecraft: Xbox One Edition	game	Microsoft Studios	Mojang AB
Mini Radio Player (Application)	game	mfY Software	mfY Software
Mini Rollers	game	Gawkfish Studios	Gawkfish Studios
Minion Masters: Forced to Duel	game	BetaDwarf Entertainment	BetaDwarf Entertainment
Mint	game	Sometimes You	DGHZ
Minutes	game	Red Phantom Games Limited	Red Phantom Games Limited
Mirror's Edge	game	Electronic Arts, Inc. (HQ)	EA DICE
Mirror's Edge: Catalyst	game	Electronic Arts, Inc. (HQ)	EA DICE
Missile Command (2007)	game	Atari Inc. (NOT Atari Games)	Stainless Games
Mission: Demolition	game	Quantized Bit	Quantized Bit
Mitsurugi Kamui Hikae	game	Zenith Blue	Zenith Blue
Modbox	game	Alientrap	Alientrap
Modern Tales: Age of Invention	game	Artifex Mundi	Orchid Games
Moero Chronicle	game	Idea Factory International, Inc.	Compile Heart
Momentum	game	Projectile Entertainment	Projectile Entertainment
Momentum (Projectile Entertainment)	game	Projectile Entertainment	Projectile Entertainment
Momodora: Reverie Under the Moonlight	game	Active Gaming Media Incorporated	Bombservice
Momonga Pinball Adventures	game	Plug In Digital	Paladin Studios
Monaco: What's Yours is Mine	game	Majesco Entertainment	Pocketwatch Games
Monday Night Combat	game	Uber Entertainment	Uber Entertainment
Monkey Island 2: LeChuck's Revenge: Special Edition	game	LucasArts	LucasArts
Monkey King Saga	game	T-Rex Games	T-Rex Games
Monkey King [Digital Domain's] (Application)	game	Digital Domain	Digital Domain
Monkey Pirates	game	Henchmen Studio	Henchmen Studio
Monochroma	game	Nowhere Studios	Nowhere Studios
Monolith: After the End	game	Team D-13	Team D-13
Monopoly	game	Ubisoft Entertainment SA (WW HQ)	Engine Software
Monopoly Deal	game	Ubisoft Entertainment SA (WW HQ)	Asobo Studio
Monopoly Plus	game	Ubisoft Entertainment SA (WW HQ)	Asobo Studio
Monopoly Plus (2016)	game	Ubisoft Entertainment SA (WW HQ)	Asobo Studio
Monopoly: Family Fun Pack	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Entertainment SA (WW HQ)
Monster Jam: Crush It!	game	GameMill	Team6 Game Studios
Monster Loves You!	game	Radial Games	Dejobaan Games
Monster World IV	game	Sega Corporation (WW)	Westone Co. Ltd.
Monsters' Den: Godfall	game	Monstrum	Monstrum
Moon Cresta [Arcade Archives]	game	Hamster Corporation	Nichibutsu
Moon Diver	game	Square Enix Co., Ltd. (WW)	Feel Plus
Moon Hunters	game	Kitfox Games	Kitfox Games
Moonfall	game	Fishcow Studio	Fishcow Studio
Moonshot Galaxy	game	Big Fish Games, Inc.	Liftoff Labs
Mop: Operation Cleanup	game	EnsenaSoft, S.A. de C.V.	EnsenaSoft, S.A. de C.V.
Mordheim: City of the Damned	game	Focus Home Interactive	Rogue Factor
Morphite	game	Level 77 Pty Ltd	Blowfish Studios
Mortal Blitz	game	SKONEC Entertainment	SKONEC Entertainment
Mortal Kombat X	game	Warner Bros. Interactive Entertainment Inc.	NetherRealm Studios
Mortifero Motus	game	Motus	Motus
Mother Russia Bleeds	game	Devolver Digital	Le Cartel Studio
MotoGP 14	game	Milestone s.r.l.	Milestone s.r.l.
MotoGP 17	game	Milestone s.r.l.	Milestone s.r.l.
Motocross Madness	game	Microsoft Studios	Bongfish
Motor Strike: Immortal Legends	game	FiveXGames	FiveXGames
Motorcycle Club	game	Maximum Games	Kylotonn Entertainment
Mount & Blade: Warband	game	Taleworlds	Taleworlds
MouseCraft	game	Crunching Koalas	Crunching Koalas
Mr. Driller Online	game	Bandai Namco Entertainment Inc. (WW)	Bandai Namco Entertainment Inc. (WW)
Mr. Goemon [Arcade Archives]	game	Hamster Corporation	Konami Digital Entertainment, Inc. (NA)
Mr. Massagy	game	Green Lava Studios	Green Lava Studios
Mr. Pumpkin Adventure	game	E-Home Development Entertainment	CottonGame
Mr. Shifty	game	tinyBuildGames	Team Shifty
Ms. Pac-Man	game	Bandai Namco Entertainment Inc. (WW)	Namco
Ms. Pac-Man (2016)	game	Bandai Namco Entertainment Inc. (WW)	Namco
Ms. Pac-Man [Arcade Game Series]	game	Bandai Namco Entertainment Inc. (WW)	Bandai Namco Entertainment Inc. (WW)
Ms. Splosion Man	game	Microsoft Studios	Twisted Pixel
Murdered: Soul Suspect	game	Square Enix Co., Ltd. (WW)	Airtight Games
Mushroom Wars 2	game	Zillion Whales	Zillion Whales
Music VR [Harmonix] (Application)	game	Harmonix	Harmonix
Mutant Football League	game	Digital Dreams Entertainment LLC	Digital Dreams Entertainment LLC
Mutant Mudds: Deluxe	game	Renegade Kid LLC	Renegade Kid LLC
Mutant Mudds: Super Challenge	game	Nighthawk Interactive LLC	Renegade Kid LLC
Mutant Storm Empire	game	Microsoft Studios	PomPom Games
Mutation Nation [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Mutiny!!	game	Lupiesoft	Lupiesoft
Muv-Luv: Alternative	game	Degica	IXTL
My Loved Heart	game	LeshaWhite Studio	LeshaWhite Studio
My Name Is Mayo	game	Green Lava Studios	Green Lava Studios
My Name is Mayo	game	Green Lava Studios	Green Lava Studios
My Night Job	game	bitComposer Interactive GmbH	Webcore Games
Myrne: The Quest	game	Beldarak Games	Beldarak Games
Mystery Castle	game	Runestone Games	Runestone Games
Mystery Chronicle: One Way Heroics	game	Spike Chunsoft Co., Ltd.	Spike Chunsoft Co., Ltd.
Mystic Melee	game	Serenity Forge	Ben Hopkins
Mystic VR	game	 Activity	 Activity
Mystik Belle	game	Last Dimension	Last Dimension
N+	game	Metanet Software Inc.	Slick Entertainment
N++	game	Metanet Software Inc.	Metanet Software Inc.
N.E.R.O.: Nothing Ever Remains Obscure	game	SOEDESCO	Storm in a Teacup
NASCAR (Application)	game	NASCAR Digital Media	NASCAR Digital Media
NASCAR Heat 2	game	DMi, inc	Monster Games
NASCAR Heat: Evolution	game	DMi, inc	Monster Games
NBA (Application)	game	NBA	NBA
NBA 2K14	game	2K Sports	Visual Concepts
NBA 2K15	game	2K Games	Visual Concepts
NBA 2K16	game	2K Sports	Visual Concepts
NBA 2K17	game	2K Sports	Visual Concepts
NBA 2K17: The Prelude	game	2K Sports	Visual Concepts
NBA 2K18	game	2K	Visual Concepts
NBA 2K18: The Prelude	game	2K Sports	Visual Concepts
NBA 2KVR Experience	game	2K Sports	Visual Concepts
NBA Jam: On Fire Edition [EA Sports]	game	EA Sports	Electronic Arts Canada
NBA Live 14 [EA Sports]	game	EA Sports	Electronic Arts Tiburon
NBA Live 15 [EA Sports]	game	EA Sports	Electronic Arts Tiburon
NBA Live 16 [EA Sports]	game	EA Sports	Electronic Arts Tiburon
NBA Live 18 [EA Sports]	game	EA Sports	Electronic Arts Tiburon
NBA Playgrounds	game	Saber Interactive	Saber Interactive
NBC (Application)	game	NBCUniversal, Inc.	NBCUniversal, Inc.
NBC Sports (Application)	game	NBCUniversal, Inc.	NBCUniversal, Inc.
NFL (Application)	game	NFL	NFL
NFL on Xbox One (Application)	game	SEG	SEG
NHL (Application)	game	NHL	NHL
NHL 15 [EA Sports]	game	EA Sports	Electronic Arts Canada
NHL 16 [EA Sports]	game	Electronic Arts, Inc. (HQ)	Electronic Arts Canada
NHL 17 [EA Sports]	game	EA Sports	Electronic Arts Canada
NHL 18 [EA Sports]	game	Electronic Arts, Inc. (HQ)	Electronic Arts Canada
NHL GameCenter PS4 (Application)	game	Sony Interactive Entertainment of America	NHL
NHL.tv (Application)	game	MLB Advanced Media, L.P.	MLB Advanced Media, L.P.
Nadia Was Here	game	Indietopia Games	Jajaben Games
Nam-1975 [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Nano Assault Neo-X	game	Shin'en Multimedia	Shin'en Multimedia
Narcosis	game	Honor Code Inc.	Honor Code Inc.
Naruto Shippuden: Ultimate Ninja Storm 2 [Shonen Jump]	game	Bandai Namco Entertainment Inc. (WW)	CyberConnect2 Co., Ltd. (Tokyo Studio)
Naruto Shippuden: Ultimate Ninja Storm 3: Full Burst [Shonen Jump]	game	Bandai Namco Entertainment Inc. (WW)	CyberConnect2 (HQ)
Naruto Shippuden: Ultimate Ninja Storm 4 [Shonen Jump]	game	Bandai Namco Entertainment Inc. (WW)	CyberConnect2 (HQ)
Naruto: Ultimate Ninja Storm [Shonen Jump]	game	Bandai Namco Entertainment Inc. (WW)	CyberConnect2 Co., Ltd. (Tokyo Studio)
Nat Geo TV (Application)	game	National Geographic Entertainment (Media)	National Geographic Entertainment (Media)
Natural Doctrine	game	NIS America	Kadokawa Games, Ltd.
Navalia	game	Digital Tribe Entertainment	Luotsi Entertainment
Near Death Experience	game	Distorted Games	Distorted Games
Nebulous	game	Namazu Studios	Namazu Studios
Necropolis	game	Harebrained Schemes	Harebrained Schemes
Necrosphere	game	Cat Nigiri	Cat Nigiri
Need for Speed	game	Electronic Arts, Inc. (HQ)	Ghost Games
Need for Speed (2015)	game	Electronic Arts, Inc. (HQ)	Ghost Games
Need for Speed: Rivals	game	Electronic Arts, Inc. (HQ)	Ghost Games
Neighborhorde	game	Fermenter Games	Fermenter Games
Nekopara Vol. 3	game	Sekai Project	Neko Works
Nemesis Perspective	game	Kajak Games	Evocat Games
Neo Turf Masters [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Neofeud	game	Silver Spook Games	Silver Spook Games
Neon Chrome	game	10tons Ltd	10tons Ltd
Neon Drive	game	Fraoula	Fraoula
Neptune Flux	game	Zoxide Games	Zoxide Games
Neptune: Arena FPS	game	Francesco Pellaco	Francesco Pellaco
Nerdist (Application)	game	Nerdist Industries	Nerdist Industries
Nero	game	Storm in a Teacup	Storm in a Teacup
Netflix (Application)	game	Netflix	Netflix
NeuroVoider	game	Plug In Digital	Flying Oak Games
Never Again	game	Primary Games	Primary Games
Never Alone (Kisima Ingitchuna)	game	E-Line Media	Upper One Games
Neverending Nightmares	game	Infinitap Games	Infinitap Games
Nevermind	game	Flying Mollusk	Flying Mollusk
Neverwinter [Dungeons & Dragons]	game	Perfect World Entertainment	Cryptic Studios, Inc
New Frontier Days: Founding Pioneers	game	Arc System Works	Arc System Works
New Rally-X	game	Bandai Namco Entertainment Inc. (WW)	Namco
News On AIR (Application)	game	Ganesh Alhat	Ganesh Alhat
Nex Machina	game	Housemarque Inc.	Housemarque Inc.
Nex Machina: Death Machine	game	Housemarque Inc.	Housemarque Inc.
Next Day: Survival	game	Last Level	SOFF Games
NextVR (Application)	game	NextVR, Inc.	NextVR, Inc.
